measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,1,Number,1993,86.0099513045336,103.39387641893113,70.56402821929672
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,2,Percent,1993,0.0006275320279828184,0.0007394810038646596,0.000526775033621897
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,3,Rate,1993,0.3753585384550282,0.45122423334942663,0.30795053477141526
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,1,Number,1993,2.225814207352303,2.4840623954379226,2.008445512102589
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1993,1.624482648940191e-05,1.7716641576617196e-05,1.5105182710718905e-05
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1993,0.00971374073665074,0.010840769190547429,0.008765115670396256
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1993,779.0000000000001,779.0000000000001,779.0000000000001
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1993,0.005692926222790075,0.006092511703915048,0.005278400607420198
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1993,3.399656633000063,3.399656633000019,3.399656633000019
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,1,Number,1992,30.122097099876928,45.767618390734675,19.86041820873629
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1992,0.0001172052915953888,0.000177961324886359,7.744613197135118e-05
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1992,0.08882616109201634,0.13496277601435447,0.058565799762036866
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,0.3505938903316734,0.3618648884730869,0.3397979454567776
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,1.1833900637234582e-05,1.216909102376142e-05,1.1512987455079346e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.011167481777133087,0.01152649734992374,0.010823598095808
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,1,Number,1994,91.91641085588098,110.72625296311182,75.30297861231477
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,2,Percent,1994,0.0006826939413637455,0.0008027850644774685,0.0005810033301135118
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,3,Rate,1994,0.3945161007042044,0.4752501665136468,0.32320928566415763
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,1,Number,1991,9.513852331420809,10.547558989640343,8.58332452570565
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,2,Percent,1991,0.0001283194430830266,0.00014205836209334533,0.00011574072401061355
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,3,Rate,1991,0.07053473940481272,0.07819853606872904,0.06363590032274252
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,1,Number,1994,2.262013088651876,2.518755586432867,2.0253483331354944
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1994,1.6810043777227838e-05,1.8176761579174257e-05,1.579638078061051e-05
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1994,0.009708827565907012,0.010810796715555696,0.008693034459419945
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1994,449.9999999999998,479.8008173031981,422.01840567435016
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1994,0.0033500676555288616,0.0036990250156478644,0.0030082811728279393
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1994,1.9314531938725403,2.059361824450926,1.8113528833616015
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,27.736541559074244,42.17289946086133,17.804506058819623
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.00010977348291377559,0.00016702494110318954,7.046013728611891e-05
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.08273409362349544,0.12579566219306323,0.05310826759180282
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1991,114.00000000000007,125.43253035169637,103.51125427942111
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1991,0.0004511835934583302,0.0004970505735840855,0.00041010028846172835
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1991,0.340045519121068,0.37414710436940113,0.3087591069852512
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,1.5129314969404746,1.5545989595815757,1.47079822600445
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,2.040565032953183e-05,2.093526891331538e-05,1.9864897736120703e-05
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.011216721172094626,0.011525639527842427,0.01090434936073806
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1991,16.000000000000007,17.60456566339599,14.527895337462617
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1991,0.0002158000622323295,0.000237894208272974,0.00019623402409066278
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1991,0.11862238251794092,0.13051847013659812,0.10770834736881892
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,1,Number,1992,25.105163130107556,27.49069917026401,22.953154623718255
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,2,Percent,1992,9.768480371672567e-05,0.00010686070031509625,8.928973410698164e-05
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,3,Rate,1992,0.07403187291516265,0.08106650957711728,0.0676858786895248
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,1,Number,1992,9.407901053653807,10.465642044580205,8.468251207225855
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,2,Percent,1992,0.00012850880254583133,0.00014281029649849185,0.0001157783443788445
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,3,Rate,1992,0.0687156629212941,0.07644144287752636,0.06185242512330394
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,1,Number,1990,187.2209860131457,197.01752455502185,178.2188697768591
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,2,Percent,1990,0.00019027657298749436,0.00020016198719621241,0.00018054880650305858
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,3,Rate,1990,0.12579052933449783,0.13237265345995186,0.11974216376070662
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,1,Number,1992,1.5474848607207041,1.5929927485950726,1.50224908135286
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1992,2.1138098863379007e-05,2.16992359079886e-05,2.052656855906203e-05
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1992,0.011302887589765973,0.011635278913356755,0.010972483756934884
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1992,11.999999999999988,13.203424247546987,10.895921503096963
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1992,0.00016391692144974285,0.00018072389655578096,0.00014905564535606494
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1992,0.08764845105755863,0.09643830699610878,0.07958422021593292
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1992,142.99999999999991,157.3408056166017,129.8430645785721
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1992,0.0005564206637482935,0.0006135499036656927,0.0005048718602696761
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1992,0.4216884698977424,0.4639776473632371,0.38289037223057243
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,37.70743044435069,41.462767531708245,34.731096441736625
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,3.832178299304277e-05,4.179398236923506e-05,3.5227783202624256e-05
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.025334967710861155,0.02785811348691753,0.023335220579741998
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,1,Number,1993,26.667770995240712,29.21061568446277,24.343437469212198
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,2,Percent,1993,0.00010345667685155155,0.00011308076110640692,9.429274243363388e-05
1,Deaths,97,Argentina,3,Both,22,All ages,561,Drug use disorders,3,Rate,1993,0.07779351490660148,0.0852113387011537,0.07101311789339461
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,1,Number,1993,9.773530120186816,10.83445237212037,8.826405213851832
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,2,Percent,1993,0.00013134277203778584,0.00014598135375224895,0.00011876659166054878
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,3,Rate,1993,0.07036444149788106,0.07800254163283547,0.06354562432092847
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,1,Number,1992,80.40042507076258,97.04579641247314,65.01260297541391
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,2,Percent,1992,0.0005775403032054248,0.0006885668467396151,0.00048465728170214587
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,3,Rate,1992,0.3569520917669247,0.4308522000490815,0.2886350986684711
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1990,42.96651116549994,47.275422946255084,39.013311076768915
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1990,4.367016999416284e-05,4.841960152418722e-05,3.967257542429977e-05
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1990,0.0288684527213491,0.03176353572085205,0.026212366230640466
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,1,Number,1993,1.5575289293204109,1.5980104394467995,1.5121090946110711
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1993,2.0930971929058257e-05,2.1468955686432716e-05,2.0358910873474975e-05
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1993,0.01121341540678946,0.011504861671957314,0.01088641571855523
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1993,0.0,0.0,0.0
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1993,0.0,0.0,0.0
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1993,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,1,Number,1991,2.7597329661283334,3.080474861037639,2.4820942940599706
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,2,Percent,1991,9.313086578142883e-05,0.00010406330595091827,8.377140082540619e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,3,Rate,1991,0.08735018858947147,0.09750220885836643,0.07856245779719667
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,1,Number,1993,209.1389579693333,218.6610457791242,199.65739294340597
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,2,Percent,1993,0.00020969376144236966,0.0002195079606106814,0.00019982306629928248
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,3,Rate,1993,0.1336760075096252,0.13976227041314226,0.12761564568170278
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,0.3653413691419631,0.37891208204569127,0.35324736773541443
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,1.2328836486198585e-05,1.2726430556588266e-05,1.1936603854881035e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.011563668617857955,0.011993204499040401,0.011180873138502042
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1991,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1991,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1991,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1992,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1992,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1992,0.0,0.0,0.0
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,1,Number,1992,2.207326702270616,2.4813205970929717,1.9768540641293968
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1992,1.586483070092114e-05,1.729492659519104e-05,1.4755339126538624e-05
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1992,0.009799822362817403,0.01101626734805383,0.008776597793952947
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,1,Number,1995,99.25409436918248,120.56828478055905,80.71311269598098
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,2,Percent,1995,0.0007350181256986287,0.0008625880467668497,0.0006272898753130719
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,3,Rate,1995,0.41918853430010056,0.5092066267034735,0.34088277793336297
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,1,Number,1994,10.326848778328145,11.444554535975307,9.323427447439256
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,2,Percent,1994,0.00013746246031663096,0.00015198011037985014,0.0001246520483536318
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,3,Rate,1994,0.07332584159014653,0.08126211693307843,0.06620104339310708
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,1,Number,1997,6.344766127040245,6.911245091196954,5.805654502912538
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,2,Percent,1997,0.00020536427776086025,0.00022355429811844494,0.00018798961155928046
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,3,Rate,1997,0.1943003961171396,0.21164809419202876,0.17779078803671844
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,1,Number,1996,262.9853449912136,275.02060186471056,251.18759125975177
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,2,Percent,1996,0.0002576058306248579,0.0002698719144918904,0.00024594324806543965
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,3,Rate,1996,0.16030707676594066,0.1676433671116328,0.15311556039776342
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,1,Number,1991,193.86827832664196,203.29339549658664,184.75107040944945
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,2,Percent,1991,0.00019957488947399592,0.00020939881191744331,0.0001899500959159545
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,3,Rate,1991,0.12807201457747205,0.13429837483610993,0.12204906334813703
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,28.432526923886645,31.805253727886036,25.703247313879153
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,2.9267790112683314e-05,3.2691708462177117e-05,2.644033499317263e-05
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.018782912986595453,0.021010982065951766,0.01697991385225565
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,1,Number,1992,2.897016258467076,3.1864437460229986,2.6262230604896093
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,2,Percent,1992,9.669711593140755e-05,0.00010650622958706702,8.776167421733588e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,3,Rate,1992,0.09113924253650726,0.10024454248364977,0.08262017162153637
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1991,30.99999374000005,34.1088390850434,28.147791532294768
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1991,3.1914496945122815e-05,3.5353485131417784e-05,2.899609454614015e-05
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1991,0.020479016394221665,0.022532761802114852,0.018594812924339565
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,1,Number,1992,0.3629684209949712,0.37784610516257805,0.3496427478073045
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1992,1.2115165546160757e-05,1.2587159821348725e-05,1.1703491656213107e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1992,0.011418875146961719,0.011886922525629383,0.010999653557485525
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,1,Number,1993,33.25466523652522,37.38351241578862,30.107296661541252
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1993,3.3341076992388855e-05,3.733242399243033e-05,3.021053763035851e-05
1,Deaths,135,Brazil,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1993,0.021255489283539663,0.023894537559864395,0.019243775782859417
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1992,2007.0000000000032,2090.460884584109,1927.2818638157462
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1992,0.014448043335404184,0.015784821470833845,0.013259536181965266
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1992,8.910436077243272,9.280975627336389,8.556513129227945
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,1,Number,1997,0.3606582743304688,0.38136266183131956,0.3434959241371725
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1997,1.1673519671210457e-05,1.232309973945812e-05,1.1153045985214707e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1997,0.011044701122502023,0.011678746666849722,0.010519125967470407
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1993,48.00000270999997,52.02296390916015,44.272173493766275
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1993,4.812943785196933e-05,5.242257600976685e-05,4.4306214499357165e-05
1,Deaths,135,Brazil,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1993,0.030680313151722136,0.03325168195211905,0.028297584791868065
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,1,Number,1995,2.2557683337037338,2.577076771840687,2.0038729376756286
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1995,1.6716779538968475e-05,1.8114434582221554e-05,1.5551223707471968e-05
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1995,0.009526984529309716,0.010883994676819593,0.008463132579130114
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1995,337.9999999999994,387.4243924946035,294.0142390404642
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1995,0.002511588720610933,0.0029720736381909705,0.002110923147893558
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1995,1.4275050867566619,1.6362434645551975,1.241736159198675
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,1,Number,1994,1.5679396148860305,1.61042638279521,1.5264351773347753
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1994,2.0870963058043664e-05,2.1419729709351323e-05,2.0349534245746445e-05
1,Deaths,98,Chile,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1994,0.011133163106380026,0.011434840615197997,0.010838460639199705
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1994,0.0,0.0,0.0
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1994,0.0,0.0,0.0
1,Deaths,98,Chile,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1994,0.0,0.0,0.0
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,1,Number,1990,73.62281284762489,90.2033286418339,59.60581400611947
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,2,Percent,1990,0.0005239816812895506,0.0006206452234220063,0.00043111437805252426
1,Deaths,123,Peru,3,Both,22,All ages,561,Drug use disorders,3,Rate,1990,0.33880821332395183,0.4151108526139251,0.27430274076772976
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,1,Number,1998,14.920335321984924,16.467235827328913,13.56146574179678
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,2,Percent,1998,0.0001886174851122155,0.00020817144791066995,0.00017160319141909018
1,Deaths,98,Chile,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,0.10081405330609608,0.11126618502026647,0.09163241312598146
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,1,Number,1993,2.9652672673436724,3.251580471513642,2.6846542536454594
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,2,Percent,1993,9.69618622500407e-05,0.00010615621815183376,8.792528865004791e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,561,Drug use disorders,3,Rate,1993,0.09274530933739766,0.10170038970420486,0.08396851506790366
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,1,Number,1993,0.35507049908764127,0.37154278622939335,0.3404138120004174
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1993,1.1610583866414657e-05,1.2145705646964917e-05,1.1142896750560852e-05
1,Deaths,99,Uruguay,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1993,0.011105617236306525,0.011620824544356308,0.010647196846098765
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1993,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1993,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1993,0.0,0.0,0.0
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,2.154444850037213,2.4284260893496574,1.9304458001913165
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,1.534238714520403e-05,1.6917641586453165e-05,1.4174902033627976e-05
1,Deaths,123,Peru,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.009914638983664497,0.011175485867739055,0.00888380743934924
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1990,2368.0000000000036,2481.5324376452627,2260.039725917353
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,2,Percent,1990,0.016893988866484345,0.018582198923782784,0.015278131113871636
1,Deaths,123,Peru,3,Both,22,All ages,945,Conflict and terrorism,3,Rate,1990,10.897408264088087,11.419878417904624,10.400580906410115
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,1,Number,1995,41.46117944359707,59.88545020868143,29.249939613242518
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1995,0.00015868422964832114,0.00022914506690426955,0.00011210137736671237
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1995,0.11847609418599879,0.171123791809796,0.083582248432358
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,1,Number,1992,197.23562190961357,207.07573941032794,188.3088069293834
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,2,Percent,1992,0.00020253887465052873,0.00021223641839994816,0.00019302774463591122
1,Deaths,135,Brazil,3,Both,22,All ages,561,Drug use disorders,3,Rate,1992,0.12814330702024287,0.1345363976080433,0.12234358594729822
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,1,Number,1999,60.97435939512517,75.96182885167225,47.518189037370334
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1999,0.00021473556157024264,0.0002677219912812211,0.00016782742835323722
1,Deaths,97,Argentina,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1999,0.167400609222738,0.20854760187049926,0.1304576853767321
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1999,0.0,0.0,0.0
